Age,State,Income,Ethnicity,Education
35-44,Arizona,"Less than $25,000",White,"Some college, no degree"
65+,South Carolina,"$150,000 or greater",BlackOrAfricanAmerican,Bachelor's degree
55-64,Arizona,"$25,000 to $49,999",BlackOrAfricanAmerican,Bachelor's degree
65+,Texas,"$50,000 to $74,999",HispanicOrLatino,Associate's degree
18-24,California,"$50,000 to $74,999",HispanicOrLatino,"Some college, no degree"
65+,Kansas,"$25,000 to $49,999",White,High school graduate (includes equivalency)
25-34,Michigan,"$25,000 to $49,999",White,Bachelor's degree
55-64,Florida,"$100,000 to $149,999",White,"Some college, no degree"
55-64,Ohio,"Less than $25,000",White,Less than 9th grade
55-64,North Carolina,"$75,000 to $99,999",White,Associate's degree
55-64,Michigan,"$50,000 to $74,999",White,"Some college, no degree"
25-34,Dc,"$50,000 to $74,999",BlackOrAfricanAmerican,Bachelor's degree
45-54,Tennessee,"Less than $25,000",BlackOrAfricanAmerican,High school graduate (includes equivalency)
45-54,Louisiana,"$75,000 to $99,999",White,Associate's degree
18-24,Pennsylvania,"Less than $25,000",White,Less than 9th grade
65+,South Carolina,"$25,000 to $49,999",White,Bachelor's degree
35-44,California,"$150,000 or greater",White,"Graduate degree, professional degree or PhD"
45-54,Kansas,"$50,000 to $74,999",White,Associate's degree
55-64,Tennessee,"Less than $25,000",White,"9th to 12th grade, no diploma"
65+,Maryland,"$100,000 to $149,999",White,"9th to 12th grade, no diploma"
65+,Texas,"$150,000 or greater",White,No schooling completed
18-24,California,"$75,000 to $99,999",White,"Some college, no degree"
25-34,Pennsylvania,"$25,000 to $49,999",White,Associate's degree
65+,Florida,"Less than $25,000",White,Bachelor's degree
65+,Virginia,"Less than $25,000",White,"Some college, no degree"
45-54,California,"$25,000 to $49,999",HispanicOrLatino,Associate's degree
45-54,New York,"Less than $25,000",HispanicOrLatino,Less than 9th grade
65+,Indiana,"$25,000 to $49,999",BlackOrAfricanAmerican,"Graduate degree, professional degree or PhD"
35-44,Illinois,"$150,000 or greater",White,"Some college, no degree"
55-64,Wisconsin,"$25,000 to $49,999",White,Associate's degree
65+,Florida,"$25,000 to $49,999",HispanicOrLatino,Associate's degree
45-54,Texas,"$25,000 to $49,999",White,High school graduate (includes equivalency)
18-24,New Mexico,"$25,000 to $49,999",Other,"Some college, no degree"
45-54,Massachusetts,"$25,000 to $49,999",White,High school graduate (includes equivalency)
45-54,Illinois,"Less than $25,000",White,"Some college, no degree"
45-54,New Jersey,"$75,000 to $99,999",White,"Graduate degree, professional degree or PhD"
55-64,Florida,"Less than $25,000",HispanicOrLatino,Associate's degree
55-64,Illinois,"$50,000 to $74,999",White,Bachelor's degree
35-44,Pennsylvania,"$50,000 to $74,999",White,"Some college, no degree"
65+,California,"Less than $25,000",White,Less than 9th grade
25-34,California,"$25,000 to $49,999",White,Associate's degree
35-44,Virginia,"Less than $25,000",White,High school graduate (includes equivalency)
18-24,Tennessee,"Less than $25,000",White,"Some college, no degree"
25-34,Georgia,"$25,000 to $49,999",BlackOrAfricanAmerican,High school graduate (includes equivalency)
65+,California,"$25,000 to $49,999",White,"Some college, no degree"
55-64,California,"Less than $25,000",BlackOrAfricanAmerican,Less than 9th grade
55-64,Colorado,"$75,000 to $99,999",White,Bachelor's degree
45-54,Pennsylvania,"$50,000 to $74,999",White,"Some college, no degree"
65+,Kentucky,"Less than $25,000",White,"9th to 12th grade, no diploma"
65+,Georgia,"Less than $25,000",White,"Some college, no degree"
25-34,Florida,"$25,000 to $49,999",White,"Some college, no degree"
65+,Arkansas,"Less than $25,000",White,High school graduate (includes equivalency)
65+,California,"$75,000 to $99,999",White,Bachelor's degree
35-44,Maryland,"$75,000 to $99,999",BlackOrAfricanAmerican,"Graduate degree, professional degree or PhD"
65+,Georgia,"$25,000 to $49,999",White,Associate's degree
55-64,California,"$100,000 to $149,999",HispanicOrLatino,"9th to 12th grade, no diploma"
65+,Oregon,"Less than $25,000",White,"Some college, no degree"
18-24,Minnesota,"$25,000 to $49,999",Asian,Bachelor's degree
45-54,Georgia,"Less than $25,000",BlackOrAfricanAmerican,"Some college, no degree"
18-24,California,"$50,000 to $74,999",White,Bachelor's degree
45-54,Colorado,"Less than $25,000",White,"9th to 12th grade, no diploma"
55-64,Tennessee,"Less than $25,000",White,Less than 9th grade
65+,Ohio,"$25,000 to $49,999",White,"Graduate degree, professional degree or PhD"
55-64,Georgia,"$100,000 to $149,999",White,No schooling completed
18-24,Arkansas,"Less than $25,000",BlackOrAfricanAmerican,High school graduate (includes equivalency)
65+,North Carolina,"$25,000 to $49,999",White,Bachelor's degree
65+,New York,"$25,000 to $49,999",White,"Some college, no degree"
45-54,Indiana,"Less than $25,000",White,Associate's degree
18-24,Illinois,"Less than $25,000",White,"9th to 12th grade, no diploma"
65+,North Carolina,"$150,000 or greater",White,"9th to 12th grade, no diploma"
55-64,California,"Less than $25,000",White,"Some college, no degree"
65+,North Carolina,"$25,000 to $49,999",White,High school graduate (includes equivalency)
55-64,Mississippi,"Less than $25,000",White,High school graduate (includes equivalency)
18-24,North Carolina,"$25,000 to $49,999",BlackOrAfricanAmerican,"Some college, no degree"
55-64,Texas,"$25,000 to $49,999",White,"Some college, no degree"
55-64,Georgia,"$25,000 to $49,999",White,Bachelor's degree
65+,Arizona,"$50,000 to $74,999",BlackOrAfricanAmerican,Bachelor's degree
55-64,California,"$25,000 to $49,999",White,"Some college, no degree"
55-64,Alabama,"$150,000 or greater",BlackOrAfricanAmerican,"9th to 12th grade, no diploma"
55-64,Tennessee,"$25,000 to $49,999",White,"Some college, no degree"
55-64,Texas,"$100,000 to $149,999",White,"Some college, no degree"
55-64,New York,"Less than $25,000",HispanicOrLatino,High school graduate (includes equivalency)
55-64,North Carolina,"Less than $25,000",BlackOrAfricanAmerican,"9th to 12th grade, no diploma"
18-24,Georgia,"$150,000 or greater",BlackOrAfricanAmerican,No schooling completed
55-64,Florida,"$75,000 to $99,999",White,Associate's degree
18-24,Alabama,"$100,000 to $149,999",BlackOrAfricanAmerican,High school graduate (includes equivalency)
35-44,Dc,"Less than $25,000",White,High school graduate (includes equivalency)
65+,Tennessee,"$25,000 to $49,999",White,"Some college, no degree"
65+,Arizona,"$25,000 to $49,999",White,"Some college, no degree"
45-54,Washington,"Less than $25,000",White,"Some college, no degree"
65+,Virginia,"Less than $25,000",BlackOrAfricanAmerican,High school graduate (includes equivalency)
65+,New York,"Less than $25,000",White,High school graduate (includes equivalency)
45-54,California,"$100,000 to $149,999",Other,High school graduate (includes equivalency)
25-34,Florida,"$100,000 to $149,999",White,"Graduate degree, professional degree or PhD"
45-54,Florida,"$25,000 to $49,999",White,"Some college, no degree"
55-64,California,"$50,000 to $74,999",White,"Some college, no degree"
18-24,Pennsylvania,"$50,000 to $74,999",White,Associate's degree
55-64,Pennsylvania,"$75,000 to $99,999",White,Associate's degree
25-34,California,"$100,000 to $149,999",White,"Graduate degree, professional degree or PhD"
65+,Maryland,"Less than $25,000",White,High school graduate (includes equivalency)
55-64,Alabama,"$150,000 or greater",Other,"Graduate degree, professional degree or PhD"
55-64,Georgia,"$50,000 to $74,999",Other,Bachelor's degree
65+,Tennessee,"$150,000 or greater",White,Bachelor's degree
45-54,Florida,"$75,000 to $99,999",White,Associate's degree
65+,California,"Less than $25,000",White,"Some college, no degree"
55-64,Pennsylvania,"Less than $25,000",White,High school graduate (includes equivalency)
65+,Virginia,"$150,000 or greater",BlackOrAfricanAmerican,"Graduate degree, professional degree or PhD"
55-64,Michigan,"$150,000 or greater",Other,Bachelor's degree
25-34,Florida,"$25,000 to $49,999",White,Bachelor's degree
65+,Texas,"$100,000 to $149,999",White,"Graduate degree, professional degree or PhD"
18-24,Florida,"$25,000 to $49,999",Other,"Graduate degree, professional degree or PhD"
45-54,Mississippi,"$100,000 to $149,999",White,High school graduate (includes equivalency)
45-54,Arkansas,"Less than $25,000",White,"Some college, no degree"
35-44,New York,"$50,000 to $74,999",White,"Some college, no degree"
55-64,Michigan,"$150,000 or greater",White,Bachelor's degree
65+,Pennsylvania,"Less than $25,000",Other,"Some college, no degree"
35-44,Tennessee,"$25,000 to $49,999",White,"Some college, no degree"
18-24,Washington,"$150,000 or greater",White,"Some college, no degree"
25-34,Michigan,"$100,000 to $149,999",White,Bachelor's degree
45-54,Ohio,"$75,000 to $99,999",White,"9th to 12th grade, no diploma"
25-34,Ohio,"$25,000 to $49,999",White,High school graduate (includes equivalency)
65+,West Virginia,"Less than $25,000",White,High school graduate (includes equivalency)
55-64,Indiana,"Less than $25,000",White,Associate's degree
65+,Wisconsin,"$50,000 to $74,999",White,High school graduate (includes equivalency)
35-44,Illinois,"Less than $25,000",HispanicOrLatino,High school graduate (includes equivalency)
55-64,Wisconsin,"$25,000 to $49,999",White,Associate's degree
65+,Utah,"$25,000 to $49,999",HispanicOrLatino,High school graduate (includes equivalency)
55-64,Georgia,"Less than $25,000",White,"Graduate degree, professional degree or PhD"
35-44,Florida,"$25,000 to $49,999",White,"Some college, no degree"
65+,Colorado,"$25,000 to $49,999",White,Bachelor's degree
65+,Maryland,"Less than $25,000",HispanicOrLatino,High school graduate (includes equivalency)
55-64,New Jersey,"$100,000 to $149,999",White,High school graduate (includes equivalency)
35-44,New York,"$25,000 to $49,999",White,"9th to 12th grade, no diploma"
18-24,Pennsylvania,"$25,000 to $49,999",Asian,"Some college, no degree"
55-64,New Hampshire,"$25,000 to $49,999",White,Associate's degree
55-64,Minnesota,"$100,000 to $149,999",White,"Some college, no degree"
18-24,Colorado,"$50,000 to $74,999",White,High school graduate (includes equivalency)
65+,Ohio,"Less than $25,000",White,Less than 9th grade
65+,Kentucky,"Less than $25,000",White,Bachelor's degree
55-64,California,"Less than $25,000",White,Associate's degree
65+,Pennsylvania,"$75,000 to $99,999",White,"Some college, no degree"
65+,Pennsylvania,"$50,000 to $74,999",White,High school graduate (includes equivalency)
55-64,Ohio,"$25,000 to $49,999",White,"Some college, no degree"
55-64,Virginia,"$100,000 to $149,999",White,"Some college, no degree"
35-44,New York,"$25,000 to $49,999",White,"Graduate degree, professional degree or PhD"
65+,Ohio,"$50,000 to $74,999",White,Bachelor's degree
65+,Iowa,"$25,000 to $49,999",White,High school graduate (includes equivalency)
65+,Oklahoma,"$50,000 to $74,999",BlackOrAfricanAmerican,"Some college, no degree"
55-64,New York,"Less than $25,000",Other,"Graduate degree, professional degree or PhD"
65+,Missouri,"$150,000 or greater",White,"Graduate degree, professional degree or PhD"
18-24,South Carolina,"Less than $25,000",White,"Some college, no degree"
55-64,New York,"Less than $25,000",White,"9th to 12th grade, no diploma"
18-24,Illinois,"$25,000 to $49,999",HispanicOrLatino,High school graduate (includes equivalency)
55-64,Illinois,"$25,000 to $49,999",White,"Some college, no degree"
55-64,California,"$50,000 to $74,999",White,Bachelor's degree
65+,Ohio,"$75,000 to $99,999",White,"Some college, no degree"
35-44,Alabama,"$25,000 to $49,999",BlackOrAfricanAmerican,"Some college, no degree"
55-64,Wisconsin,"$100,000 to $149,999",White,High school graduate (includes equivalency)
65+,California,"$25,000 to $49,999",White,"Graduate degree, professional degree or PhD"
45-54,Washington,"$50,000 to $74,999",White,Associate's degree
18-24,Wisconsin,"$75,000 to $99,999",White,High school graduate (includes equivalency)
45-54,Pennsylvania,"$50,000 to $74,999",BlackOrAfricanAmerican,Bachelor's degree
35-44,Alabama,"Less than $25,000",White,"9th to 12th grade, no diploma"
55-64,North Carolina,"Less than $25,000",Other,"Some college, no degree"
65+,Maine,"$75,000 to $99,999",White,"Some college, no degree"
45-54,Colorado,"$50,000 to $74,999",White,"Graduate degree, professional degree or PhD"
45-54,New York,"$25,000 to $49,999",White,Bachelor's degree
65+,New York,"$75,000 to $99,999",White,High school graduate (includes equivalency)
45-54,Colorado,"$50,000 to $74,999",HispanicOrLatino,Associate's degree
65+,Arizona,"$100,000 to $149,999",Asian,"Some college, no degree"
65+,Utah,"$50,000 to $74,999",White,Associate's degree
65+,Ohio,"$25,000 to $49,999",White,Bachelor's degree
45-54,Illinois,"$75,000 to $99,999",White,"9th to 12th grade, no diploma"
65+,Oklahoma,"$150,000 or greater",White,No schooling completed
65+,California,"$75,000 to $99,999",White,"Graduate degree, professional degree or PhD"
35-44,Georgia,"$25,000 to $49,999",Asian,Bachelor's degree
55-64,Texas,"$150,000 or greater",White,"Graduate degree, professional degree or PhD"
65+,Ohio,"$75,000 to $99,999",White,"Graduate degree, professional degree or PhD"
65+,Florida,"$100,000 to $149,999",White,"Graduate degree, professional degree or PhD"
65+,Colorado,"$50,000 to $74,999",BlackOrAfricanAmerican,"Some college, no degree"
18-24,Georgia,"Less than $25,000",BlackOrAfricanAmerican,Associate's degree
65+,Michigan,"$50,000 to $74,999",White,Associate's degree
55-64,Illinois,"$50,000 to $74,999",White,"Some college, no degree"
55-64,Wisconsin,"$50,000 to $74,999",White,Bachelor's degree
55-64,Idaho,"$150,000 or greater",White,"Graduate degree, professional degree or PhD"
65+,Arizona,"$75,000 to $99,999",White,Bachelor's degree
55-64,Wisconsin,"$100,000 to $149,999",White,High school graduate (includes equivalency)
55-64,Colorado,"$75,000 to $99,999",White,"Some college, no degree"
55-64,North Carolina,"Less than $25,000",White,Bachelor's degree
18-24,Pennsylvania,"$25,000 to $49,999",Other,"Some college, no degree"
65+,New York,"$25,000 to $49,999",White,High school graduate (includes equivalency)
25-34,Connecticut,"$150,000 or greater",White,"Some college, no degree"
65+,Virginia,"$50,000 to $74,999",White,Associate's degree
65+,Georgia,"Less than $25,000",White,High school graduate (includes equivalency)
18-24,Texas,"Less than $25,000",White,"9th to 12th grade, no diploma"
55-64,Indiana,"Less than $25,000",White,High school graduate (includes equivalency)
55-64,Michigan,"Less than $25,000",BlackOrAfricanAmerican,"9th to 12th grade, no diploma"
18-24,Iowa,"$50,000 to $74,999",Other,"Graduate degree, professional degree or PhD"
55-64,Pennsylvania,"$100,000 to $149,999",White,"Some college, no degree"
55-64,Oklahoma,"Less than $25,000",White,"Some college, no degree"
45-54,Oklahoma,"$50,000 to $74,999",Asian,"9th to 12th grade, no diploma"
65+,Iowa,"$100,000 to $149,999",White,"Graduate degree, professional degree or PhD"
65+,New Mexico,"$50,000 to $74,999",HispanicOrLatino,Bachelor's degree
65+,North Carolina,"$150,000 or greater",BlackOrAfricanAmerican,Associate's degree
55-64,California,"$150,000 or greater",White,Bachelor's degree
